시도명,시군구명,읍면동명,어트랙션,어트랙션 목록
서울특별시,동대문구,장안제2동,볼거리/놀거리/명소,"쁘띠몽드 장안점, 봉봉키즈 장안점, 동대문구민체육센터, 무아레 서점, 골프존파크 장안온천점, 스타 레인즈 볼링장"
서울특별시,동대문구,장안제2동,취미생활,"오트캔들, 메리랩 캔들 공방, 벨리나, 고고당근, 토네이도 성인 아이스하키팀, 아트스페이스촉"
서울특별시,동대문구,장안제2동,맛집,"장안동 먹깨비 간장게장 해물아구찜, BK볏짚 우대갈비 장안동본점, 장안정, 영동교집 장안직영점, 오늘동 장안, 압구정제주집 장안점"
서울특별시,동대문구,장안제2동,카페,"더크림 본점, onnidang, 스윗오브유, 사미커피, 톤톤, 오르다빛"
서울특별시,동대문구,장안제2동,아이와함께,"쁘띠몽드 장안점, 봉봉키즈 장안점, 리틀비틀 장안점, 노리팡팡 장안동직영점, 장안어린이도서관, 마로니에어린이공원"
서울특별시,동대문구,청량리동,여행지,"홍릉시험림(홍릉숲), 청량리먹자골목, 영휘원숭인원, 세종대왕기념관, 홍릉근린공원, 홍릉근린공원 유아숲체험원"
서울특별시,동대문구,청량리동,볼거리/놀거리/명소,"홍릉시험림(홍릉숲), 영휘원숭인원, 청량리먹자골목, 동대문구정보화도서관, 청량리전통시장, 한복천하"
서울특별시,동대문구,청량리동,취미생활,"만들거나그리거나공방, 제로공방 꽃삼월, 오트캔들, 모든지코퍼레이션, 아트스페이스촉, 오프너코퍼레이션"
서울특별시,동대문구,청량리동,맛집,"윤가네청국장, 이리, 혜성칼국수, 평양냉면, 제주미향해장, 고향집, 광주식당, 청량회관"
서울특별시,동대문구,청량리동,카페,"달콤제빵소, 카페NSW, 빽다방 청량리역점, 카페 세리에타, 연우연, CAFE BAUM 758"
서울특별시,동대문구,청량리동,아이와함께,"츄츄볼리 키즈카페, 청계천박물관, 서울약령시한의약박물관, 경희대학교 자연사박물관, 트램폴린파크 종암점, 서울시립대학교 박물관"
서울특별시,동대문구,회기동,여행지,"작은언덕공원, 토리에듀, 경희대학교 모두의거리, 홍릉시험림(홍릉숲), 의릉, 오동공원"
서울특별시,동대문구,회기동,볼거리/놀거리/명소,"회기주짓수, 경희대학교 서울캠퍼스, 너나들이 만화카페, 놀숲 경희대점, 보드게임카페 홈즈앤루팡 경희대점, 경희대학교 자연사박물관"
서울특별시,동대문구,회기동,취미생활,"만들거나그리거나공방, 플라워레이디, 아트스페이스촉, 오프너코퍼레이션, 하비핸즈"
서울특별시,동대문구,회기동,맛집,"삼복한방닭한마리, 웰돈카츠&떡볶이 경희대점, 봄의정원 회기점, 옵소, 회기왕족발보쌈, 레알라면, 경양카츠 경희대점, 컴투레스트"
서울특별시,동대문구,회기동,카페,"냥냥쩝쩝, 벤첸트, 컴투레스트, 유유에스프레소, 8번가, 샤갈의마을, 인더베이글, MODSPLACE"
서울특별시,동대문구,회기동,아이와함께,"경희대학교 자연사박물관, 경희대학교서울캠퍼스중앙박물관, 츄츄볼리 키즈카페, 헬로방방 돌곶이역점, 서울약령시한의약박물관, 서울시립대학교 박물관"
서울특별시,동대문구,휘경제1동,여행지,"회기역파전골목, 배봉산둘레길(배봉산자락길), 배봉산 유아숲체험장, 휘경동 철도건널목, 새싹마을마당, 배봉산근린공원 유아숲체험원"
서울특별시,동대문구,휘경제1동,볼거리/놀거리/명소,"보스턴볼링, 제이테니스아카데미 휘경점, 아이앤맘 키즈카페, 회기역파전골목, 크로스핏리스펙, This is me"
서울특별시,동대문구,휘경제1동,취미생활,"캔들룸 중화점, 만들거나그리거나공방, 헤이아로마, 아트스페이스촉, 오프너코퍼레이션"
서울특별시,동대문구,휘경제1동,맛집,"이모네왕파전, 놀부만두, 망우로30, 한시십일분2호점, 964커피&너만보여크루아상, 삼삼뼈국"
서울특별시,동대문구,휘경제1동,카페,"망우로30, 한시십일분2호점, 964커피&너만보여크루아상, 한시십일분, 베러댄, 데어포"
서울특별시,동대문구,휘경제1동,아이와함께,"아이앤맘 키즈카페, 배봉산 유아숲체험장, 쁘띠몽드 장안점, 츄츄볼리 키즈카페, 노리자리, 경희대학교 자연사박물관"
서울특별시,동대문구,휘경제2동,여행지,"배봉산, 회기역파전골목, 배봉산둘레길(배봉산자락길), 배봉산 유아숲체험장, 휘경동 철도건널목, 새싹마을마당"
서울특별시,동대문구,휘경제2동,볼거리/놀거리/명소,"보스턴볼링, 제이테니스아카데미 휘경점, 아이앤맘 키즈카페, 회기역파전골목, 배봉산, 크로스핏리스펙"
서울특별시,동대문구,휘경제2동,취미생활,"제로공방 꽃삼월, 오트캔들, 만들거나그리거나공방, 헤이아로마, 벨리나, 모든지코퍼레이션"
서울특별시,동대문구,휘경제2동,맛집,"이모네왕파전, 놀부만두, 망우로30, 한시십일분2호점, 964커피&너만보여크루아상, 삼삼뼈국"
서울특별시,동대문구,휘경제2동,카페,"망우로30, 한시십일분2호점, 964커피&너만보여크루아상, 한시십일분, 베러댄, 데어포"
서울특별시,동대문구,휘경제2동,아이와함께,"아이앤맘 키즈카페, 배봉산 유아숲체험장, 쁘띠몽드 장안점, 츄츄볼리 키즈카페, 봉봉키즈 장안점, 노리자리"
서울특별시,동대문구,이문제1동,여행지,"근린공원, 한국외국어대학교 모두의거리, 교육문화여행, 홍릉시험림(홍릉숲), 의릉, 중랑천길"
서울특별시,동대문구,이문제1동,볼거리/놀거리/명소,"레이지클라우드 보드게임카페, 한국외국어대학교 서울캠퍼스, 이문체육문화센타, 락휴코인노래연습장 외대점, 경희대학교 크라운관, MJ스크린골프 이문점"
서울특별시,동대문구,이문제1동,취미생활,"캔들룸 중화점, 만들거나그리거나공방, 플라워레이디, 보달 애견 비누공방, 헤이아로마"
서울특별시,동대문구,이문제1동,맛집,"영화장, 언니네함바그, 샤로스톤, 아임파이 외대본점, 이문동그집, 고소운"
서울특별시,동대문구,이문제1동,카페,"아임파이 외대본점, 고소운, 이문동커피집 크럼블로스터스, 베브릿지 한국외대점, FEELYO, 카페양귀비"
서울특별시,동대문구,이문제1동,아이와함께,"이문어린이도서관, 츄츄볼리 키즈카페, 헬로방방 돌곶이역점, 뛰노리방방 먹골역점, 노리자리, 디어마이키즈"
서울특별시,동대문구,이문제2동,여행지,"근린공원, 한국외국어대학교 모두의거리, 교육문화여행, 중랑장미공원, 서울 장미축제, 의릉"
서울특별시,동대문구,이문제2동,볼거리/놀거리/명소,"레이지클라우드 보드게임카페, 한국외국어대학교 서울캠퍼스, 이문체육문화센타, 락휴코인노래연습장 외대점, 경희대학교 크라운관, MJ스크린골프 이문점"
서울특별시,동대문구,이문제2동,취미생활,"캔들룸 중화점, 플라워레이디, 보달 애견 비누공방, 헤이아로마"
서울특별시,동대문구,이문제2동,맛집,"영화장, 언니네함바그, 샤로스톤, 아임파이 외대본점, 이문동그집, 고소운"
서울특별시,동대문구,이문제2동,카페,"아임파이 외대본점, 고소운, 이문동커피집 크럼블로스터스, 베브릿지 한국외대점, FEELYO, 카페양귀비"
서울특별시,동대문구,이문제2동,아이와함께,"이문어린이도서관, 헬로방방 돌곶이역점, 뛰노리방방 먹골역점, 경희대학교 자연사박물관, 아이앤맘 키즈카페, 스카이방방 서울석관점"
서울특별시,중랑구,면목제2동,여행지,"용마폭포공원, 용마산, 사가정공원, 서울둘레길2코스, 까치어린이공원, 중랑천제2체육공원"
서울특별시,중랑구,면목제2동,볼거리/놀거리/명소,"용마폭포공원, 용마산, 미니특공대테마파크 면목역점, 노리자리, 삼보볼링장, 보가코인노래연습장 면목점"
서울특별시,중랑구,면목제2동,취미생활,"벨리나, 몽가모실, 헤이아로마"
서울특별시,중랑구,면목제2동,맛집,"장어굽는 총각들, 바다세상 조개천국 본점, 찜집, 여봉닭발 중랑본점, 사가정곱다, 자가제빵선명희피자 면목본점"
서울특별시,중랑구,면목제2동,카페,"마음카페, 오프아이디어, 아인플라츠 사가정, 달콤한 나들이, 단조, 헤르헤르"
서울특별시,중랑구,면목제2동,아이와함께,"미니특공대테마파크 면목역점, 노리자리, 서울형키즈카페 2호점, 중랑구육아종합지원센터 실내놀이터, 용마산 유아숲체험원, 사랑어린이공원"
서울특별시,중랑구,면목제4동,여행지,"용마폭포공원, 용마산, 사가정공원, 서울둘레길2코스, 까치어린이공원, 중랑천제2체육공원"
서울특별시,중랑구,면목제4동,볼거리/놀거리/명소,"용마폭포공원, 용마산, 미니특공대테마파크 면목역점, 노리자리, 삼보볼링장, 보가코인노래연습장 면목점"
서울특별시,중랑구,면목제4동,취미생활,"벨리나, 메리랩 캔들 공방, 고고당근"
서울특별시,중랑구,면목제4동,맛집,"장어굽는 총각들, 바다세상 조개천국 본점, 찜집, 여봉닭발 중랑본점, 사가정곱다, 자가제빵선명희피자 면목본점"
서울특별시,중랑구,면목제4동,카페,"마음카페, 오프아이디어, 아인플라츠 사가정, 달콤한 나들이, 단조, 헤르헤르"
서울특별시,중랑구,면목제4동,아이와함께,"미니특공대테마파크 면목역점, 노리자리, 서울형키즈카페 2호점, 중랑구육아종합지원센터 실내놀이터, 용마산 유아숲체험원, 사랑어린이공원"
서울특별시,중랑구,면목제5동,여행지,"용마폭포공원, 용마산, 사가정공원, 서울둘레길2코스, 까치어린이공원, 중랑천제2체육공원"
서울특별시,중랑구,면목제5동,볼거리/놀거리/명소,"용마폭포공원, 용마산, 미니특공대테마파크 면목역점, 노리자리, 삼보볼링장, 보가코인노래연습장 면목점"
서울특별시,중랑구,면목제5동,취미생활,"벨리나, 몽가모실"
서울특별시,중랑구,면목제5동,맛집,"장어굽는 총각들, 바다세상 조개천국 본점, 찜집, 여봉닭발 중랑본점, 사가정곱다, 자가제빵선명희피자 면목본점"
서울특별시,중랑구,면목제5동,카페,"마음카페, 오프아이디어, 아인플라츠 사가정, 달콤한 나들이, 단조, 헤르헤르"
서울특별시,중랑구,면목제5동,아이와함께,"미니특공대테마파크 면목역점, 노리자리, 서울형키즈카페 2호점, 중랑구육아종합지원센터 실내놀이터, 용마산 유아숲체험원, 사랑어린이공원"
서울특별시,중랑구,면목본동,여행지,"용마폭포공원, 용마산, 사가정공원, 서울둘레길2코스, 까치어린이공원, 중랑천제2체육공원"
서울특별시,중랑구,면목본동,볼거리/놀거리/명소,"용마폭포공원, 용마산, 미니특공대테마파크 면목역점, 노리자리, 삼보볼링장, 보가코인노래연습장 면목점"
서울특별시,중랑구,면목본동,취미생활,"벨리나, 몽가모실, 헤이아로마"
서울특별시,중랑구,면목본동,맛집,"장어굽는 총각들, 바다세상 조개천국 본점, 찜집, 여봉닭발 중랑본점, 사가정곱다, 자가제빵선명희피자 면목본점"
서울특별시,중랑구,면목본동,카페,"마음카페, 오프아이디어, 아인플라츠 사가정, 달콤한 나들이, 단조, 헤르헤르"
서울특별시,중랑구,면목본동,아이와함께,"미니특공대테마파크 면목역점, 노리자리, 서울형키즈카페 2호점, 중랑구육아종합지원센터 실내놀이터, 용마산 유아숲체험원, 사랑어린이공원"
서울특별시,중랑구,면목제7동,여행지,"용마폭포공원, 용마산, 사가정공원, 서울둘레길2코스, 까치어린이공원, 중랑천제2체육공원"
서울특별시,중랑구,면목제7동,볼거리/놀거리/명소,"용마폭포공원, 용마산, 미니특공대테마파크 면목역점, 노리자리, 삼보볼링장, 보가코인노래연습장 면목점"
서울특별시,중랑구,면목제7동,취미생활,"벨리나, 메리랩 캔들 공방, 고고당근"
서울특별시,중랑구,면목제7동,맛집,"장어굽는 총각들, 바다세상 조개천국 본점, 찜집, 여봉닭발 중랑본점, 사가정곱다, 자가제빵선명희피자 면목본점"
서울특별시,중랑구,면목제7동,카페,"마음카페, 오프아이디어, 아인플라츠 사가정, 달콤한 나들이, 단조, 헤르헤르"
서울특별시,중랑구,면목제7동,아이와함께,"미니특공대테마파크 면목역점, 노리자리, 서울형키즈카페 2호점, 중랑구육아종합지원센터 실내놀이터, 용마산 유아숲체험원, 사랑어린이공원"
서울특별시,중랑구,면목제38동,여행지,
서울특별시,중랑구,면목제38동,볼거리/놀거리/명소,
서울특별시,중랑구,면목제38동,취미생활,
서울특별시,중랑구,면목제38동,맛집,
서울특별시,중랑구,면목제38동,카페,
서울특별시,중랑구,면목제38동,아이와함께,
서울특별시,중랑구,상봉제1동,여행지,"봉황공원, 아이캠퍼, 봉수대공원관리사무실, 중랑장미공원, 서울 장미축제, 용마랜드"
서울특별시,중랑구,상봉제1동,볼거리/놀거리/명소,"우리들 렌탈스튜디오, 챔피언 홈플러스 상봉점, 헬로방방 상봉점, 중랑아트센터, 중랑상봉도서관, 비복싱짐"
서울특별시,중랑구,상봉제1동,취미생활,"몽가모실, 캔들룸 중화점, 헤이아로마"
서울특별시,중랑구,상봉제1동,맛집,"대감주물럭, 청년고기장수 상봉점, 쿠우쿠우 골드 상봉점, 꿀삼겹, 먹거리집, 안주"
서울특별시,중랑구,상봉제1동,카페,"제주동화, 디오리진, 제주역카페, 허밍버드, 커피스터프, 커피빈 상봉역점"
서울특별시,중랑구,상봉제1동,아이와함께,"챔피언 홈플러스 상봉점, 헬로방방 상봉점, 상상스케치 홈플러스 상봉점, 뛰노리방방 먹골역점, 미니특공대테마파크 면목역점, 키크는팡팡"
서울특별시,중랑구,상봉제2동,여행지,"봉황공원, 아이캠퍼, 봉수대공원관리사무실, 중랑천길, 중랑천, 봉수대공원"
서울특별시,중랑구,상봉제2동,볼거리/놀거리/명소,"우리들 렌탈스튜디오, 챔피언 홈플러스 상봉점, 헬로방방 상봉점, 중랑아트센터, 중랑상봉도서관, 비복싱짐"
서울특별시,중랑구,상봉제2동,취미생활,"몽가모실, 캔들룸 중화점, 헤이아로마"
서울특별시,중랑구,상봉제2동,맛집,"대감주물럭, 청년고기장수 상봉점, 쿠우쿠우 골드 상봉점, 꿀삼겹, 먹거리집, 안주"
서울특별시,중랑구,상봉제2동,카페,"제주동화, 디오리진, 제주역카페, 허밍버드, 커피스터프, 커피빈 상봉역점"
서울특별시,중랑구,상봉제2동,아이와함께,"챔피언 홈플러스 상봉점, 헬로방방 상봉점, 상상스케치 홈플러스 상봉점, 미니특공대테마파크 면목역점, 노리자리, 아이앤맘 키즈카페"
서울특별시,중랑구,중화제1동,여행지,"중랑천길, 중랑천, 중화수경공원, 중화체육공원, 봉화공원, 중화2동체육공원"
서울특별시,중랑구,중화제1동,볼거리/놀거리/명소,"중랑천, 중랑천길, 크로스핏러쉬, 조이스튜디오, 북카페 공간, 댄스스쿨 플라이"
서울특별시,중랑구,중화제1동,취미생활,"헤이아로마, 몽가모실, 캔들룸 중화점"
서울특별시,중랑구,중화제1동,맛집,"빠리짬뽕, 울타리곱창, 옛날할머니분식, 이 장소의 정보 더보기, 용호횟집, 한국횟집, 오이소"
서울특별시,중랑구,중화제1동,카페,"밀크플리즈, 이층커피, 신데렐라롱 중화역점, 파파도나스 중화점, 카페1221, 카페 메이"
서울특별시,중랑구,중화제1동,아이와함께,"세화어린이공원, 뛰노리방방 먹골역점, 챔피언 홈플러스 상봉점, 헬로방방 상봉점, 미니특공대테마파크 면목역점, 상상스케치 홈플러스 상봉점"
서울특별시,중랑구,중화제2동,여행지,"중랑천길, 중랑천, 중화수경공원, 중화체육공원, 봉화공원, 중화2동체육공원"
서울특별시,중랑구,중화제2동,볼거리/놀거리/명소,"중랑천, 중랑천길, 크로스핏러쉬, 조이스튜디오, 북카페 공간, 댄스스쿨 플라이"
서울특별시,중랑구,중화제2동,취미생활,"헤이아로마, 캔들룸 중화점, 플라워레이디, 보달 애견 비누공방"
서울특별시,중랑구,중화제2동,맛집,"빠리짬뽕, 울타리곱창, 옛날할머니분식, 이 장소의 정보 더보기, 용호횟집, 한국횟집, 오이소"
서울특별시,중랑구,중화제2동,카페,"밀크플리즈, 이층커피, 신데렐라롱 중화역점, 파파도나스 중화점, 카페1221, 카페 메이"
서울특별시,중랑구,중화제2동,아이와함께,"세화어린이공원, 뛰노리방방 먹골역점, 미니특공대테마파크 면목역점, 노리자리, 아이앤맘 키즈카페, 소망어린이공원"
서울특별시,중랑구,묵제1동,여행지,"중랑장미공원, 서울 장미축제, 묵동천, 봉화산근린공원봉화원, 봉화산 유아숲체험원, 아차산봉수대터"
서울특별시,중랑구,묵제1동,볼거리/놀거리/명소,"뛰노리방방 먹골역점, 중랑구민체육센터, 스튜디오 RGB, 착한실용음악학원, 중랑장미공원, 중랑구립정보도서관"
서울특별시,중랑구,묵제1동,취미생활,"캔들룸 중화점, 쏘잉어스 바느질 공방, 헤이아로마, Ravie, 단소이, 예쁨을 담다"
서울특별시,중랑구,묵제1동,맛집,"산채가 한정식 묵동직영점, 태능설렁탕 본점, 백소정 먹골점, 다함닭갈비 먹골직영점, 쪽갈비대통령 먹골본점, 카우웨이"
서울특별시,중랑구,묵제1동,카페,"카페 포즈 중랑, 립스트커피, 카페 기러기, 스타벅스 묵동점, 이프노즈커피, 옐로우카멜"
서울특별시,중랑구,묵제1동,아이와함께,"뛰노리방방 먹골역점, 소망어린이공원, 먹골어린이공원, 서울생활사박물관, 노원기차마을 스위스관, 챔피언 홈플러스 상봉점"
서울특별시,중랑구,묵제2동,여행지,"중랑장미공원, 서울 장미축제, 묵동천, 봉화산근린공원봉화원, 봉화산 유아숲체험원, 아차산봉수대터"
서울특별시,중랑구,묵제2동,볼거리/놀거리/명소,"뛰노리방방 먹골역점, 중랑구민체육센터, 스튜디오 RGB, 착한실용음악학원, 중랑장미공원, 중랑구립정보도서관"
서울특별시,중랑구,묵제2동,취미생활,"캔들룸 중화점, 쏘잉어스 바느질 공방, 플라워레이디, 보달 애견 비누공방, 헤이아로마, Ravie"
서울특별시,중랑구,묵제2동,맛집,"산채가 한정식 묵동직영점, 태능설렁탕 본점, 백소정 먹골점, 다함닭갈비 먹골직영점, 쪽갈비대통령 먹골본점, 카우웨이"
서울특별시,중랑구,묵제2동,카페,"카페 포즈 중랑, 립스트커피, 카페 기러기, 스타벅스 묵동점, 이프노즈커피, 옐로우카멜"
서울특별시,중랑구,묵제2동,아이와함께,"뛰노리방방 먹골역점, 소망어린이공원, 먹골어린이공원, 서울생활사박물관, 바운스트램폴린파크 월계 이마트 센터, 키즈필 공릉점"
서울특별시,중랑구,망우본동,여행지,"중랑캠핑숲, 용마랜드, 망우 역사 문화공원, 용마공원, 나들이공원, 배밭공원"
서울특별시,중랑구,망우본동,볼거리/놀거리/명소,"중랑캠핑숲, 망우 역사 문화공원, 예진음악학원, 스튜디오 무어, 용마랜드, 랠리테니스 실내테니스장 용마점"
서울특별시,중랑구,망우본동,취미생활,"심통낚시 서울점, 몽가모실"
서울특별시,중랑구,망우본동,맛집,"역전우동0410 망우역점, 화락고기집, 용마해장국, 용마쉼터, 소믈, 망우찜쌈밥 본점, 망우식당, 맑은샘, 이 장소의 정보 더보기"
서울특별시,중랑구,망우본동,카페,"베어글, 팡도리노 베이커리, 카페소고 2호점, mdg 상봉점, 스타벅스 양원역점, 모나크"
서울특별시,중랑구,망우본동,아이와함께,"키크는팡팡, 중랑숲어린이도서관, 방죽어린이공원, 챔피언 홈플러스 상봉점, 헬로방방 상봉점, 미니특공대테마파크 면목역점"
서울특별시,중랑구,망우제3동,여행지,"중랑캠핑숲, 용마랜드, 망우 역사 문화공원, 용마공원, 나들이공원, 배밭공원"
서울특별시,중랑구,망우제3동,볼거리/놀거리/명소,"중랑캠핑숲, 망우 역사 문화공원, 예진음악학원, 스튜디오 무어, 용마랜드, 랠리테니스 실내테니스장 용마점"
서울특별시,중랑구,망우제3동,취미생활,"심통낚시 서울점, 몽가모실"
서울특별시,중랑구,망우제3동,맛집,"용마해장국, 용마쉼터, 소믈, 망우찜쌈밥 본점, 망우식당, 맑은샘, 이 장소의 정보 더보기"
서울특별시,중랑구,망우제3동,카페,"베어글, 팡도리노 베이커리, 카페소고 2호점, mdg 상봉점, 스타벅스 양원역점, 모나크"
서울특별시,중랑구,망우제3동,아이와함께,"키크는팡팡, 중랑숲어린이도서관, 방죽어린이공원, 챔피언 홈플러스 상봉점, 헬로방방 상봉점, 미니특공대테마파크 면목역점"
서울특별시,중랑구,신내1동,여행지,"봉화산옹기테마공원, 봉수대공원, 신내공원, 봉화산근린공원, 능산공원, 금란식물원"
서울특별시,중랑구,신내1동,볼거리/놀거리/명소,"리프패럿 중랑구청점, GDR아카데미 중랑 신내점, BK플러스볼링장, 현대야외스크린골프, 봉화산옹기테마공원, 봉수대공원"
서울특별시,중랑구,신내1동,취미생활,"몽가모실, 셀리나공방, 심통낚시 서울점, 블루링크"
서울특별시,중랑구,신내1동,맛집,"뚝방닭구이 신내점, 호강불백, 신대감김치찌개, 오늘그릴, 노고단칼국수, 링스보스턴 신내점"
서울특별시,중랑구,신내1동,카페,"링스보스턴 신내점, 카페브릭, 개인공간 망우역점, 삼일차이커피바, 모이카페, 우지커피"
서울특별시,중랑구,신내1동,아이와함께,"중랑구_1711-01서울유아숲체험장, 노원기차마을 스위스관, 리틀비틀 구리갈매점, 챔피언 홈플러스 상봉점, 헬로방방 상봉점, 육군박물관"
서울특별시,중랑구,신내2동,여행지,"봉화산옹기테마공원, 봉수대공원, 신내공원, 봉화산근린공원, 능산공원, 금란식물원"
서울특별시,중랑구,신내2동,볼거리/놀거리/명소,"리프패럿 중랑구청점, GDR아카데미 중랑 신내점, BK플러스볼링장, 현대야외스크린골프, 봉화산옹기테마공원, 봉수대공원"
서울특별시,중랑구,신내2동,취미생활,"몽가모실, 캔들룸 중화점, 쏘잉어스 바느질 공방, 헤이아로마, Ravie, 단소이"
서울특별시,중랑구,신내2동,맛집,"뚝방닭구이 신내점, 호강불백, 신대감김치찌개, 오늘그릴, 노고단칼국수, 링스보스턴 신내점"
서울특별시,중랑구,신내2동,카페,"링스보스턴 신내점, 카페브릭, 개인공간 망우역점, 삼일차이커피바, 모이카페, 우지커피"
서울특별시,중랑구,신내2동,아이와함께,"중랑구_1711-01서울유아숲체험장, 서울생활사박물관, 노원기차마을 스위스관, 뛰노리방방 먹골역점, 챔피언 홈플러스 상봉점, 헬로방방 상봉점"
서울특별시,성북구,성북동,여행지,"길상사, 만해한용운심우장, 최순우옛집, 길상사 템플스테이, 하늘한마당, 북정마을"
서울특별시,성북구,성북동,볼거리/놀거리/명소,"길상사, 한국가구박물관, 우리옛돌박물관, 성북선잠박물관, 북악산 한양도성, 간송미술관"
서울특별시,성북구,성북동,취미생활,"성인취미미술아트아뜰리에 강북점, 가회민화박물관, 동림매듭공방, 예술가의 집, 바룸, 로라홈"
서울특별시,성북구,성북동,맛집,"달콤한위로, 고석환손만두전골, 성북동누룽지백숙, 성북동면옥집, 문화식당, 수연산방, 성북동빵공장, 쌍다리돼지불백 본점"
서울특별시,성북구,성북동,카페,"카페 우주가옥, 달콤한위로, 수연산방, 성북동빵공장, 소설원 서가, 서울노마드, 밀곳간, 해로커피"
서울특별시,성북구,성북동,아이와함께,"한국가구박물관, 우리옛돌박물관, 성북선잠박물관, 간송미술관, 한상수자수박물관, 예향재"
서울특별시,성북구,삼선동,여행지,"성북천 분수광장, 장수마을, 369마을, 삼군부총무당, 삼선공원, 낙산공원서울성곽"
서울특별시,성북구,삼선동,볼거리/놀거리/명소,"에이 드 레브, 우리게임장2, 성북이음도서관, 돈암시장, 국제복싱체육관, 샤크짐 1호점 여성전용 스트렝스짐"
서울특별시,성북구,삼선동,취미생활,"직장인 극단 아해, 예술가의 집, 일성레이저, 헤이온데이, 바룸, 가죽공방 레더레스트"
서울특별시,성북구,삼선동,맛집,"소바의온도 성신여대점, 석쇠집, 소바의온도 성신여대점, 석쇠집, 백만원식당, 더홈서울, 가부, 와이인"
서울특별시,성북구,삼선동,카페,"데이스타, 홍추곱창카페, 더홈서울, 쉬즈베이글 성신여대역점, 이씨네빵집 성신여대점, 밑줄, 아케미, 레이크 웨이브"
서울특별시,성북구,삼선동,아이와함께,"삼선상상어린이공원, 성곽마을박물관, 성곽마을 여행자센터, 국립어린이과학관, 스카이방방존, 노리파크 성신여대역점"
서울특별시,성북구,동선동,여행지,"권진규 아틀리에, 개운산공원, 성북근린공원, 대한불교조계종흥천사극락보전, 개운산 유아숲체험원, 가을단풍길(개운산산책로)"
서울특별시,성북구,동선동,볼거리/놀거리/명소,"미스터포토 성신여대점, 롤퀸 롤러장, 히어로보드게임카페 성신여대점, 아리랑시네센터, 스카이방방존, 이스케이프시티 성신여대점"
서울특별시,성북구,동선동,취미생활,"공방탐색기, 예술가의 집, 바룸, 성인취미미술아트아뜰리에 강북점, 직장인 극단 아해, 1막1장"
서울특별시,성북구,동선동,맛집,"금뚜껑, 꾸이꾸이멱살 성신여대본점, 동경산책 성신여대점, 밀탄, 수아당, 벤베누토, 봄의정원 성신여대점, 마라공방 성신여대점"
서울특별시,성북구,동선동,카페,"루틴, 카페희다 성신여대점, 맬크, 유목커피바, 펠어커피 성신여대점, 본크레페, Los Dias, 써리얼 벗 나이스"
서울특별시,성북구,동선동,아이와함께,"스카이방방존, 노리파크 성신여대역점, 블럭앤블럭 브런치카페, 아리랑어린이도서관, 트램폴린파크 종암점, 뛰노리방방 정릉점"
서울특별시,성북구,돈암제1동,여행지,"개운산공원, 성북근린공원, 대한불교조계종흥천사극락보전, 개운산 유아숲체험원, 가을단풍길(개운산산책로), 체험매니아"
서울특별시,성북구,돈암제1동,볼거리/놀거리/명소,"아리랑시네센터, 스카이방방존, 아리랑도서관, 티아이에프 테니스 아카데미, 대한불교조계종흥천사, 독립영화전용관 아리랑시네미디어센터"
서울특별시,성북구,돈암제1동,취미생활,"공방탐색기, 바룸, 직장인 극단 아해, 하비핸즈"
서울특별시,성북구,돈암제1동,맛집,"갈비명가이상 돈암본관, 바질숲, 오토김밥 성북점, 오물오물, 고기굽는마을 돈암점, 사이야 길음역점"
서울특별시,성북구,돈암제1동,카페,"스타벅스 길음역점, 버터클라우드, 텐퍼센트커피 돈암점, 스카이방방존, 왓플, 디프 커피"
서울특별시,성북구,돈암제1동,아이와함께,"스카이방방존, 아리랑어린이도서관, 노리파크 길음점, 노리파크 성신여대역점, 트램폴린파크 종암점, 꼬마빌리지 월곡점"
서울특별시,성북구,돈암제2동,여행지,"개운산공원, 성북근린공원, 대한불교조계종흥천사극락보전, 개운산 유아숲체험원, 가을단풍길(개운산산책로), 체험매니아"
서울특별시,성북구,돈암제2동,볼거리/놀거리/명소,"아리랑시네센터, 스카이방방존, 아리랑도서관, 티아이에프 테니스 아카데미, 대한불교조계종흥천사, 독립영화전용관 아리랑시네미디어센터"
서울특별시,성북구,돈암제2동,취미생활,"공방탐색기, 바룸, 가죽공방 레더레스트, 성인취미미술아트아뜰리에 강북점, 직장인 극단 아해, 1막1장"
서울특별시,성북구,돈암제2동,맛집,"갈비명가이상 돈암본관, 바질숲, 오토김밥 성북점, 오물오물, 고기굽는마을 돈암점, 사이야 길음역점"
서울특별시,성북구,돈암제2동,카페,"스타벅스 길음역점, 버터클라우드, 텐퍼센트커피 돈암점, 스카이방방존, 왓플, 디프 커피"
서울특별시,성북구,돈암제2동,아이와함께,"스카이방방존, 아리랑어린이도서관, 국립어린이과학관, 노리파크 길음점, 노리파크 성신여대역점, 종로구립혜명아이들상상놀이터"
서울특별시,성북구,안암동,여행지,"숲과사람들, 서울 고려대학교 본관, 보타사마애불, 해촌기념관, 사영김병기일가옷, 홍릉시험림(홍릉숲)"
서울특별시,성북구,안암동,볼거리/놀거리/명소,"성북실내풋살장, 고려대학교서울캠퍼스아이스링크, 파이널유도멀티짐 성북점, 샤크짐 3호점 여성전용 PT샵, 개운산 운동장, 보드게임카페로직"
서울특별시,성북구,안암동,취미생활,"바룸, 만들거나그리거나공방, 직장인 극단 아해, 하비핸즈, 공방탐색기"
