시도명,시군구명,읍면동명,어트랙션,어트랙션 목록
충청북도,단양군,단성면,볼거리/놀거리/명소,"도락산, 소선암 자연휴양림, 단성생활체육공원, 중선암, 적성산성, 하선암"
충청북도,단양군,단성면,취미생활,
충청북도,단양군,단성면,맛집,"팔경가든, 구단양순두부, 장회나루식당, 백마식당, 단양연화, 영은식당"
충청북도,단양군,단성면,카페,"구담 카페, 에덴파크 단양, 달렘, 쉼카페, 카페 플로라, 이 장소의 정보 더보기, 캡슐커피, 이 장소의 정보 더보기"
충청북도,단양군,단성면,아이와함께,수양개빛터널
충청남도,천안시 동남구,목천읍,여행지,"아름다운정원화수목, 흑성산성, 태조산, 아빠사랑팜 유정란체험, 독립기념관단풍나무숲길, 독립기념관겨레의집"
충청남도,천안시 동남구,목천읍,볼거리/놀거리/명소,"독립기념관, 아름다운정원화수목, 흑성산성, 아빠사랑팜 유정란체험, 청와다육, 천안국민여가캠핑장"
충청남도,천안시 동남구,목천읍,취미생활,"공간이일리, 수수아트팩토리, 영하우스, 서유란민화공방, 풍스 아트 /풍갤러리 연구소"
충청남도,천안시 동남구,목천읍,맛집,"강촌마을왕우렁쌈밥, 닭삼백집, 고기박사냉면 허당칼제비, 해물화짬뽕, 에이게이트카페, 카페목천, 어나더카페, 병천전통순대 본점"
충청남도,천안시 동남구,목천읍,카페,"에이게이트카페, 카페목천, 어나더카페, 루베아, 파고다포레스트, 코끼리공장카페"
충청남도,천안시 동남구,목천읍,아이와함께,"독립기념관, 아빠사랑팜 유정란체험, 펀지플레이, 쥬쥬피아, 천안박물관, 충청남도 안전체험관"
충청남도,천안시 동남구,풍세면,여행지,"풍세관광농원, 태학산자연휴양림, 태학산 유아숲체험원, 천안식물원, 태학산자연휴양림 산림치유센터, 봉베리"
충청남도,천안시 동남구,풍세면,볼거리/놀거리/명소,"시유당, 풍세커피, 누솜, 알롱지, 피노카페, 멜버리"
충청남도,천안시 동남구,풍세면,취미생활,
충청남도,천안시 동남구,풍세면,맛집,"피노카페, 채육시간쭈꾸미, 피노카페, 옥돌돼지갈비, 망향비빔국수 풍세점, 시유당, 풍세커피, 알롱지"
충청남도,천안시 동남구,풍세면,카페,"피노카페, 시유당, 피노카페, 시유당, 풍세커피, 알롱지, 누솜, 요아페"
충청남도,천안시 동남구,풍세면,아이와함께,"풍세관광농원, 태학산 유아숲체험원, 쁘띠마쥬, 잭슨나인스 천안점, 광덕곤충농장"
충청남도,천안시 동남구,광덕면,여행지,"광덕산, 광덕사, 광덕곤충농장, 주니어천문스쿨, 광덕쉼터, 도자기만들기체험"
충청남도,천안시 동남구,광덕면,볼거리/놀거리/명소,"다인캠핑장, 호두나무캠핑장, 오시유, 서리실힐링가족캠핑장, 천안트리하우스, 광덕산"
충청남도,천안시 동남구,광덕면,취미생활,
충청남도,천안시 동남구,광덕면,맛집,"광덕원가든, 우림가든, 호랭이카페, 화진담, 광덕커피, 광덕산 옛골가든"
충청남도,천안시 동남구,광덕면,카페,"화진담, 광덕커피, 까페 온더 산자락, 원데이캠퍼, 기억저장소, 천안옛날호두과자 광덕산점"
충청남도,천안시 동남구,광덕면,아이와함께,"주니어천문스쿨, 광덕곤충농장, 광덕쉼터, 농업회사법인제이티푸드솔루션, 외암민속마을, 아이러브팜핑"
충청남도,천안시 동남구,북면,여행지,"조무락골, 화악터널쌈지공원, 화악산, 강씨봉자연휴양림, 명지계곡, 별비치워터파크"
충청남도,천안시 동남구,북면,볼거리/놀거리/명소,"화악터널쌈지공원, 화악산, 대가캠핑유원지, 강씨봉자연휴양림, 자연과별가평천문대, 조무락골"
충청남도,천안시 동남구,북면,취미생활,
충청남도,천안시 동남구,북면,맛집,"계곡애견쉼터, 계곡애견쉼터, 명지쉼터가든, 이곡둑길153 숯불닭갈비, 어텐디드가든카페, 집빵과커피따숨카페, 목동막국수, 골짜구니"
충청남도,천안시 동남구,북면,카페,"어텐디드가든카페, 집빵과커피따숨카페, 개구리커피정원카페, 카페목동리, 카페도연, 3way cafe"
충청남도,천안시 동남구,북면,아이와함께,"자연과별가평천문대, 가평현암농경유물박물관, 가평체험에듀팜, 가평하늘커피농장, 별바라기마을, 양지바른비탈"
충청남도,천안시 동남구,성남면,여행지,"소노벨 천안 오션어드벤처, 효덕목장, 식물원들꽃세상, 천안종합휴양관광지, 테딘 판타지아 빛축제, 소노벨 천안테딘워터파크수필스파존"
충청남도,천안시 동남구,성남면,볼거리/놀거리/명소,"소노벨 천안 오션어드벤처, 천안예술의전당, 효덕목장, 식물원들꽃세상, 천안시립미술관, 천안자동차극장"
충청남도,천안시 동남구,성남면,취미생활,
충청남도,천안시 동남구,성남면,맛집,"대정사랑채, 그레이스세븐, 브레드보드, 목골식당 본점, 히든모먼츠, 비비모스, 천하돈, 투썸플레이스 소노벨천안점"
충청남도,천안시 동남구,성남면,카페,"브레드보드, 히든모먼츠, 비비모스, 투썸플레이스 소노벨천안점, 위드솔, 요요베호두"
충청남도,천안시 동남구,성남면,아이와함께,"효덕목장, 천안소노벨 키즈클럽, 아빠사랑팜 유정란체험, 펀지플레이, 농촌체험교육농장 미애친애"
충청남도,천안시 동남구,수신면,여행지,"천안상록리조트아쿠아피아, 천안상록리조트상록랜드, 단추어린이미술체험관, 천안상록리조트상록랜드스윙거공룡, 한명회선생신도비, 천안상록리조트상록랜드하늘자전거"
충청남도,천안시 동남구,수신면,볼거리/놀거리/명소,"천안홍대용과학관, 천안상록리조트상록랜드, 천안상록컨트리클럽실내골프연습장, 구룡사, 바움공방, 카페정원"
충청남도,천안시 동남구,수신면,취미생활,
충청남도,천안시 동남구,수신면,맛집,"논두렁밭두렁, 옹기집, BHC치킨 천안상록리조트점, 프리마베라, 해수원, 카페정원"
충청남도,천안시 동남구,수신면,카페,"프리마베라, 카페정원, DAN COFFEE, 올굿쌀호두과자, 이 장소의 정보 더보기, 호도과자 천안휴게소, 그곳에 커피향"
충청남도,천안시 동남구,수신면,아이와함께,"천안홍대용과학관, 농촌체험교육농장 미애친애"
충청남도,천안시 동남구,병천면,여행지,"유관순열사기념관, 천안병천순대거리, 봉황오이농촌체험교육농장, 천안유관순열사유적, 아우내장터, 유관순열사생가"
충청남도,천안시 동남구,병천면,볼거리/놀거리/명소,"아우내관광농원캠핑장, 아우내장터, 천안병천순대거리, 원조 학화할머니 호두과자 병천점, 천안옛날호두과자 아우내점, 카메라떼 한기대점"
충청남도,천안시 동남구,병천면,취미생활,
충청남도,천안시 동남구,병천면,맛집,"또봉이통닭 충남천안병천점, 청화집, 박순자 아우내순대, 충남집순대, 아우내엄나무순대 병천본점, 병천쌍둥이네순대, 부부순대, 아우내장터순대"
충청남도,천안시 동남구,병천면,카페,"원조 학화할머니 호두과자 병천점, 천안옛날호두과자 아우내점, 빽다방 천안병천점, 오후, 이디야커피 천안병천점, 말자네약속다방 병천점"
충청남도,천안시 동남구,병천면,아이와함께,"봉황오이농촌체험교육농장, 농촌체험교육농장 미애친애, 맘맘스, 천안홍대용과학관, 계곡쉼터"
충청남도,천안시 동남구,동면,여행지,"동면체육공원, 녹색농촌체험마을대동마을, 산에들에징검다리, 구도서원, 대동마을, 공덕비"
충청남도,천안시 동남구,동면,볼거리/놀거리/명소,"조아저씨, 아우내관광농원캠핑장, 더오창호, 더빌리지캠핑장, 오창미래지한옥마을, 주몽승마장"
충청남도,천안시 동남구,동면,취미생활,
충청남도,천안시 동남구,동면,맛집,"청와삼대 춘천점, 연산골막국수, 조아저씨, 짜장앤짬뽕, 찌개대장, 동산갈비탕, 이 장소의 정보 더보기, 옥수수한식, 수라곰탕, 이 장소의 정보 더보기"
충청남도,천안시 동남구,동면,카페,"지하다방, 이 장소의 정보 더보기, 홀리몰리, 상성, DS애견카페, 더쉼카페, 카페 다온"
충청남도,천안시 동남구,동면,아이와함께,"오창미래지한옥마을, 봉황오이농촌체험교육농장"
충청남도,천안시 동남구,중앙동,여행지,"낙성대공원, 관악산둘레길-관악구구간, 강감찬생가터, 청룡산유아숲체험장, 행운동먹자골목, 덕수공원"
충청남도,천안시 동남구,중앙동,볼거리/놀거리/명소,"퐁퐁플라워 롯데백화점 관악센터, 통툰 서울대입구역점, 쁘띠몽드 관악점, 코인쏭 동전노래연습장, 포퀸스보드카페 서울대입구점, 익스트림에스 서울대점"
충청남도,천안시 동남구,중앙동,취미생활,"아토우플로어 마크라메 공방, 서울바이크, 직장인 극단 틈새, 리뉴버스"
충청남도,천안시 동남구,중앙동,맛집,"어울림정육식당 서울대입구역점, 서울대입구역 룸술집 토모 이자카야, 동경산책, 쥬벤쿠바 샤로수길점, 쭈앤쭈, 문득, 월화고기 보라매점, 옐로우버터드림"
충청남도,천안시 동남구,중앙동,카페,"카페아에 관악점, 그릭데이 서울대점, 옐로우버터드림, 소디스 에스프레소바 샤로수길, 쟝블랑제리, 카페 라미스콘 샤로수길점, 온고지신, 위베이브베이크샵"
충청남도,천안시 동남구,중앙동,아이와함께,"퐁퐁플라워 롯데백화점 관악센터, 쁘띠몽드 관악점, 라이크 라이크, 라이크라이크, 아이나무키즈카페, 청룡산유아숲체험장"
충청남도,천안시 동남구,문성동,여행지,"타운홀전망대, 제화사 템플스테이, 도솔광장, 미나릿길벽화마을, 신부문화공원, 아라리오갤러리조각광장"
충청남도,천안시 동남구,문성동,볼거리/놀거리/명소,"일상서재, 타운홀전망대, 천안어린이꿈누리터, 볼베어파크 천안점, 프레젠트보컬학원, 인디플러스천안"
충청남도,천안시 동남구,문성동,취미생활,"풍스 아트 /풍갤러리 연구소, 케렌시아, 수수아트팩토리, 서유란민화공방"
충청남도,천안시 동남구,문성동,맛집,"파리바게뜨 에듀시티점, 카페루브르, 석산장, 자연농원 천안역점, 파리바게뜨 에듀시티점, 케이꿍, 천안타운홀, 카페루브르"
충청남도,천안시 동남구,문성동,카페,"파리바게뜨 에듀시티점, 케이꿍, 천안타운홀, 카페루브르, 에이치츄, 맛보숑"
충청남도,천안시 동남구,문성동,아이와함께,"볼베어파크 천안점, 도시재생뉴딜체험관"
충청남도,천안시 동남구,원성1동,여행지,"오룡웰빙파크, 각원사, 타운홀전망대, 쥬쥬피아, 도솔광장, 태조산공원"
충청남도,천안시 동남구,원성1동,볼거리/놀거리/명소,"민데일리캔들공방, 천안시중앙도서관, 보부아르, 충청남도교육청학생교육문화원, 골프존파크 원성케이점, 요니뮤직 실용음악학원"
충청남도,천안시 동남구,원성1동,취미생활,"서유란민화공방, 공간이일리, 수수아트팩토리, 풍스 아트 /풍갤러리 연구소"
충청남도,천안시 동남구,원성1동,맛집,"물총칼국수, 고향집생태전문, 궁전해물칼국수 원성본점, 권구성 순대국밥, 동양취미, 풍천장어직판장"
충청남도,천안시 동남구,원성1동,카페,"동양취미, 베이커리머그카페, 라비 갤러리 카페, 빽다방 천안원성점, 카페초록, 그래비티 천안원성점"
충청남도,천안시 동남구,원성1동,아이와함께,"쁘띠엘 점프로이, 쥬쥬피아, 플레이원, 충청남도 안전체험관, 점핑몬스터 천안점, 볼베어파크 천안점"
충청남도,천안시 동남구,원성2동,여행지,"오룡웰빙파크, 타운홀전망대, 미나릿길벽화마을, 제화사 템플스테이, 천안역동부광장, 천안역서부광장"
충청남도,천안시 동남구,원성2동,볼거리/놀거리/명소,"민데일리캔들공방, 천안시중앙도서관, 보부아르, 충청남도교육청학생교육문화원, 골프존파크 원성케이점, 요니뮤직 실용음악학원"
충청남도,천안시 동남구,원성2동,취미생활,"서유란민화공방, 공간이일리, 수수아트팩토리, 풍스 아트 /풍갤러리 연구소"
충청남도,천안시 동남구,원성2동,맛집,"물총칼국수, 고향집생태전문, 궁전해물칼국수 원성본점, 권구성 순대국밥, 동양취미, 풍천장어직판장"
충청남도,천안시 동남구,원성2동,카페,"동양취미, 베이커리머그카페, 라비 갤러리 카페, 빽다방 천안원성점, 카페초록, 그래비티 천안원성점"
충청남도,천안시 동남구,원성2동,아이와함께,"플레이원, 볼베어파크 천안점, 도시재생뉴딜체험관, 청수2공원"
충청남도,천안시 동남구,봉명동,여행지,"타운홀전망대, 성정공원, 쌍용공원, 미나릿길벽화마을, 제화사 템플스테이, 천안역동부광장"
충청남도,천안시 동남구,봉명동,볼거리/놀거리/명소,"Let's Craft 노드랩, 골프존파크 봉명 풀스크린, 베이커리 카페 루, 수아르쌍띠에, 더채움, 봉명치킨"
충청남도,천안시 동남구,봉명동,취미생활,"케렌시아, 수공방, 수수아트팩토리, 슬기로운골프생활, 슬로우포터리, 원스타컴퍼니"
충청남도,천안시 동남구,봉명동,맛집,"거북이전복 천안본점, 할매묵은지지짐이, 이 장소의 정보 더보기, 자연농원, 베이커리 카페 루, 봉명치킨, 알토란한정식, 동원정, 거북이전복 천안본점"
충청남도,천안시 동남구,봉명동,카페,"베이커리 카페 루, 오픈업커피, 더채움, 스밀로우, 봉명동내커피 천안1호점, 오더블유오 천안본점"
충청남도,천안시 동남구,봉명동,아이와함께,"플레이원, 볼베어파크 천안점, 리틀베베키즈카페, 도시재생뉴딜체험관, 불당동유적공원유아숲체험장"
충청남도,천안시 동남구,일봉동,여행지,"에어바이킹 포시즌파크, 크로바관광여행사, 홍양호묘, 타운홀전망대, 청수호수공원, 쌍용공원"
충청남도,천안시 동남구,일봉동,볼거리/놀거리/명소,"플레이원, 에어바이킹 포시즌파크, 일봉산골프클럽, 캠핑하우스, 어하프스튜디오, 미담우리옷"
충청남도,천안시 동남구,일봉동,취미생활,"수수아트팩토리, 슬로우포터리, 영하우스, 서유란민화공방"
충청남도,천안시 동남구,일봉동,맛집,"눈들삼계탕, 조리고 천안점, 뚜띠쿠치나 천안용곡점, 눈들재, 빽다방 빵연구소 천안용곡DT점, 쭈꾸미네"
충청남도,천안시 동남구,일봉동,카페,"눈들재, 빽다방 빵연구소 천안용곡DT점, 택스처, 디넌커피, 카페컨테이너, 아만떼델커피공방, 이 장소의 정보 더보기"
충청남도,천안시 동남구,일봉동,아이와함께,"플레이원, 점핑고, 더스완 천안아산점, 볼베어파크 천안점, 리틀베베키즈카페, 큐리키즈카페 천안점"
충청남도,천안시 동남구,신방동,여행지,"신방통정유수지 건강공원, 중앙공원, 건강공원, 동행교회, 청수호수공원, 에어바이킹 포시즌파크"
충청남도,천안시 동남구,신방동,볼거리/놀거리/명소,"점핑고, 신방통정유수지 건강공원, 테니스플러스 천안점, 나담스튜디오, 골프존파크 신방 우정골프존24, 챔피언 홈플러스 천안신방점"
충청남도,천안시 동남구,신방동,취미생활,"수공방, 슬로우포터리"
충청남도,천안시 동남구,신방동,맛집,"현대옥 천안신방점, 한마음정육식당 천안통정점, 곤드레찜드레 신방점, 천안짬뽕작전, 생생이두부보쌈, 도시커피, 제주미작, 카페온담"
충청남도,천안시 동남구,신방동,카페,"다올커피하우스, 도시커피, 제주미작, 카페온담, 인사이트커피, 듀크 로스터리 앤드 도넛, 카페오트밀, 카페앙프"
충청남도,천안시 동남구,신방동,아이와함께,"점핑고, 챔피언 홈플러스 천안신방점, 쁘띠마쥬, 블럭팡팡, 플레이원, 리틀베베키즈카페"
충청남도,천안시 동남구,청룡동,여행지,"낙성대공원, 관악산둘레길-관악구구간, 강감찬생가터, 청룡산유아숲체험장, 행운동먹자골목, 덕수공원"
충청남도,천안시 동남구,청룡동,볼거리/놀거리/명소,"익스트림에스 서울대점, 퐁퐁플라워 롯데백화점 관악센터, 낙성대공원, 루이스 코트, 관악구민종합체육센터, 낙성대골프연습장"
충청남도,천안시 동남구,청룡동,취미생활,"아토우플로어 마크라메 공방, 서울바이크, 직장인 극단 틈새, 리뉴버스"
충청남도,천안시 동남구,청룡동,맛집,"어울림정육식당 서울대입구역점, 서울대입구역 룸술집 토모 이자카야, 동경산책, 쥬벤쿠바 샤로수길점, 쭈앤쭈, 문득, 월화고기 보라매점, 옐로우버터드림"
충청남도,천안시 동남구,청룡동,카페,"카페아에 관악점, 그릭데이 서울대점, 옐로우버터드림, 소디스 에스프레소바 샤로수길, 쟝블랑제리, 카페 라미스콘 샤로수길점, 온고지신, 위베이브베이크샵"
충청남도,천안시 동남구,청룡동,아이와함께,"퐁퐁플라워 롯데백화점 관악센터, 쁘띠몽드 관악점, 라이크 라이크, 라이크라이크, 아이나무키즈카페, 청룡산유아숲체험장"
충청남도,천안시 동남구,신안동,여행지,"각원사, 쥬쥬피아, 도솔광장, 태조산공원, 천안케이블워터파크, 각원사대웅보전"
충청남도,천안시 동남구,신안동,볼거리/놀거리/명소,"쥬쥬피아, 아라리오갤러리, 셜록홈즈 천안1호점, 신세계백화점 천안아산점, 리멤버 천안점, 셜록홈즈 천안2호점"
충청남도,천안시 동남구,신안동,취미생활,"케렌시아, 수수아트팩토리, 풍스 아트 /풍갤러리 연구소"
충청남도,천안시 동남구,신안동,맛집,"정상갈비, 꽃게옥 천안유량동점, 그 집 초밥, 금화왕돈까스 천안신부점, 십원집 천안점, 그리고스페셜티, 마초쉐프 천안점, 이고집만두"
충청남도,천안시 동남구,신안동,카페,"그리고스페셜티, 지씨브레드, 그리고스페셜티, 버터북 천안점, 할머니학화호도과자 본점, 리틀포션에스프레소바, 타타스베이글 본점, 프럼브릿지"
충청남도,천안시 동남구,신안동,아이와함께,"쥬쥬피아, 충청남도 안전체험관, 우정박물관, 쁘띠엘 점프로이, 점핑몬스터 천안점, 볼베어파크 천안점"
충청남도,천안시 서북구,성환읍,여행지,"천안봉선홍경사갈기비, 천안어린이교통안전체험관, 천안시성환문화회관어린이체험관, 어룡농원, 행복한삶의공원, 수향교"
충청남도,천안시 서북구,성환읍,볼거리/놀거리/명소,"매주리커피, 하레브라도, 온다, 동민목장, 굿뉴스, 성환이화시장"
충청남도,천안시 서북구,성환읍,취미생활,
충청남도,천안시 서북구,성환읍,맛집,"카페지금, 천안가야밀면, 공주집, 동순원 성환본점, 매주리커피, 호숫가가든, 성환뚝배기해장국, 동민목장"
충청남도,천안시 서북구,성환읍,카페,"카페지금, 매주리커피, 동민목장, 카페투데이, 하레브라도, 온다, 노을, 풀숲"
충청남도,천안시 서북구,성환읍,아이와함께,"어룡농원, 청정딸기농원, 우드팜스토리 촌구석카페, 로렌츠감성치유시골체험, 대추리 평화마을"
충청남도,천안시 서북구,성거읍,여행지,"천안천흥사지오층석탑, 천안천흥사지당간지주, 망향휴게소종합안내소, 남창마을, 천안천흥사지, 만일사법당"
충청남도,천안시 서북구,성거읍,볼거리/놀거리/명소,"토끼별미술관, 성거산, 남창저수지, 천안가족캠핑장, 아이그린, 천흥2저수지"
충청남도,천안시 서북구,성거읍,취미생활,낚시사랑
충청남도,천안시 서북구,성거읍,맛집,"어죽대부, 이숲, 성거산시골막국수, 마메르, 카페 더쉘터, 도펠하우스, 어죽대부, 소우리생고기집"
충청남도,천안시 서북구,성거읍,카페,"이숲, 마메르, 카페 더쉘터, 도펠하우스, 오르엘크리스탈카페, 소댕이"
충청남도,천안시 서북구,성거읍,아이와함께,"쁘띠엘 점프로이, 우리끼리 키즈카페 스포츠마을 천안두정점, 천안푸름체리농원"
충청남도,천안시 서북구,직산읍,여행지,"직산향교, 직산현관아, 수박따기체험, 파라프라, 우리역사문화협동조합, 민익현가옥"
충청남도,천안시 서북구,직산읍,볼거리/놀거리/명소,"직산향교, 직산현관아, 배나무숲, 카페카일리, 판정리카페, 그래비티 직산점"
충청남도,천안시 서북구,직산읍,취미생활,
충청남도,천안시 서북구,직산읍,맛집,"맛가바른중식 천안본점, 명륜진사갈비 천안직산점, 나무향기, 마니국밥 본점, 배나무숲, 삼대째손두부직산점, 엄가네본가시골집, 양당가든"
충청남도,천안시 서북구,직산읍,카페,"배나무숲, 노마만리, 카페카일리, 판정리카페, 공감베이커리카페, 카페로"
충청남도,천안시 서북구,직산읍,아이와함께,어룡농원
충청남도,천안시 서북구,입장면,여행지,"천안푸름체리농원, 청룡사드라이브코스, 한국기독교기념관, 한국기독교기념관 하늘정원테마파크 (2025년예정), 입장면새생활체육공원, 상고내미골약수터"
충청남도,천안시 서북구,입장면,볼거리/놀거리/명소,"커피이십센치 입장점, 토아빈, 오르페, 독정리 카페, 샬레, 멜버른커피하우스"
충청남도,천안시 서북구,입장면,취미생활,"낚시사랑, 하얀공방"
충청남도,천안시 서북구,입장면,맛집,"용이네생선구이활어회, 용천가든, 청룡원조매운탕, 입장한우정, 토아빈, 이모네매운탕, 커피이십센치 입장점, 정원손칼국수"
충청남도,천안시 서북구,입장면,카페,"토아빈, 커피이십센치 입장점, 샬레, 라봉, 독정리 카페, 오르페"
충청남도,천안시 서북구,입장면,아이와함께,"천안푸름체리농원, 맘맘스, 안성천문대"
충청남도,천안시 서북구,성정1동,여행지,"성정공원, 천안역서부광장, 성정가구웨딩특화거리, 성정1공원, 타운홀전망대, 쌍용공원"
충청남도,천안시 서북구,성정1동,볼거리/놀거리/명소,"굿투씨유, 천안축구센터, 스카이나인 스크린골프연습장 24시 골프존, 다례한복 멜리사메이크업, 천안시 성정평생학습관, 성정공원"
충청남도,천안시 서북구,성정1동,취미생활,"케렌시아, 수수아트팩토리, 슬기로운골프생활, 슬로우포터리, 서유란민화공방, 원스타컴퍼니"
충청남도,천안시 서북구,성정1동,맛집,"백미한우 정육식당, 화로담, 시골집얼큰한뼈해장국, 구암생갈비, 불끈낙지보쌈, 뚜쥬루과자점 성정점"
충청남도,천안시 서북구,성정1동,카페,
충청남도,천안시 서북구,성정1동,아이와함께,"도시재생뉴딜체험관, 플레이원, 볼베어파크 천안점, 리틀베베키즈카페"
충청남도,천안시 서북구,성정2동,여행지,"성정공원, 성정가구웨딩특화거리, 성정1공원, 노태근린공원, 쌍용공원, 신부문화공원"
충청남도,천안시 서북구,성정2동,볼거리/놀거리/명소,"굿투씨유, 천안축구센터, 스카이나인 스크린골프연습장 24시 골프존, 다례한복 멜리사메이크업, 천안시 성정평생학습관, 성정공원"
충청남도,천안시 서북구,성정2동,취미생활,"케렌시아, 수수아트팩토리, 슬기로운골프생활, 원스타컴퍼니, 풍스 아트 /풍갤러리 연구소"
충청남도,천안시 서북구,성정2동,맛집,"백미한우 정육식당, 소사벌소한마리, 백미한우 정육식당, 화로담, 시골집얼큰한뼈해장국, 구암생갈비, 불끈낙지보쌈, 뚜쥬루과자점 성정점"
충청남도,천안시 서북구,성정2동,카페,"뚜쥬루과자점 성정점, 태극당 천안점, 카페다빈제과, 크림당 본점, 스타벅스 천안성정DT점, 달자커피"
충청남도,천안시 서북구,성정2동,아이와함께,"쁘띠엘 점프로이, 테테루드림랜드, 챔피언 이마트 천안서북점, 점핑몬스터 천안점, 스타비키즈카페 & 슬라임, 우리끼리 키즈카페 스포츠마을 천안두정점"
충청남도,천안시 서북구,쌍용1동,여행지,"쌍용공원, 방아다리공원, 사랑공원, 쌍용7공원, 비둘기공원, 칸나공원"
충청남도,천안시 서북구,쌍용1동,볼거리/놀거리/명소,"순복이네, 쌍용공원, 리틀베베키즈카페, 코믹몬스터 쌍용점, 쌍용수산시장, 트리하우스보드게임카페"
충청남도,천안시 서북구,쌍용1동,취미생활,"수공방, 슬로우포터리"
충청남도,천안시 서북구,쌍용1동,맛집,"동춘돌곱창 쌍용점, 낙원갈비집 쌍용점, 팔각도 천안쌍용점, 낭만짚불구이 쌍용점, 낙원갈비집 쌍용점, 몽상가인, 곤드레예찬 천안서북점, 멘야마쯔리"
충청남도,천안시 서북구,쌍용1동,카페,"몽상가인, 숨 어반, 슈에뜨베이커리, OICCOFFEE, 홀드커피 천안아산점, 스타벅스 천안쌍용역점"
충청남도,천안시 서북구,쌍용1동,아이와함께,"리틀베베키즈카페, 점핑고, 플레이원, 챔피언 홈플러스 천안신방점, 도시재생뉴딜체험관"
충청남도,천안시 서북구,쌍용2동,여행지,"쌍용공원, 방아다리공원, 사랑공원, 쌍용7공원, 비둘기공원, 칸나공원"
충청남도,천안시 서북구,쌍용2동,볼거리/놀거리/명소,"순복이네, 쌍용공원, 리틀베베키즈카페, 코믹몬스터 쌍용점, 쌍용수산시장, 트리하우스보드게임카페"
충청남도,천안시 서북구,쌍용2동,취미생활,"수공방, 슬로우포터리"
충청남도,천안시 서북구,쌍용2동,맛집,"동춘돌곱창 쌍용점, 낙원갈비집 쌍용점, 팔각도 천안쌍용점, 낭만짚불구이 쌍용점, 낙원갈비집 쌍용점, 몽상가인, 곤드레예찬 천안서북점, 멘야마쯔리"
충청남도,천안시 서북구,쌍용2동,카페,"OICCOFFEE, 말모커피, 몽상가인, 숨 어반, 슈에뜨베이커리, OICCOFFEE, 홀드커피 천안아산점, 스타벅스 천안쌍용역점"
충청남도,천안시 서북구,쌍용2동,아이와함께,"리틀베베키즈카페, 점핑고, 플레이타임 펜타포트점, 봉봉키즈 천안아산점, 벨가플레이파크, 챔피언 홈플러스 천안신방점"
충청남도,천안시 서북구,쌍용3동,여행지,"쌍용공원, 방아다리공원, 사랑공원, 쌍용7공원, 비둘기공원, 칸나공원"
충청남도,천안시 서북구,쌍용3동,볼거리/놀거리/명소,"순복이네, 쌍용공원, 리틀베베키즈카페, 코믹몬스터 쌍용점, 쌍용수산시장, 트리하우스보드게임카페"
충청남도,천안시 서북구,쌍용3동,취미생활,"수공방, 슬로우포터리, 슬기로운골프생활"
충청남도,천안시 서북구,쌍용3동,맛집,"동춘돌곱창 쌍용점, 낙원갈비집 쌍용점, 팔각도 천안쌍용점, 낭만짚불구이 쌍용점, 낙원갈비집 쌍용점, 몽상가인, 곤드레예찬 천안서북점, 멘야마쯔리"
충청남도,천안시 서북구,쌍용3동,카페,"OICCOFFEE, 말모커피, 몽상가인, 숨 어반, 슈에뜨베이커리, OICCOFFEE, 홀드커피 천안아산점, 스타벅스 천안쌍용역점"
충청남도,천안시 서북구,쌍용3동,아이와함께,"리틀베베키즈카페, 점핑고, 슈슈봉봉 불당점, 봉봉키즈 천안아산점, 우리끼리 키즈카페 꿈꾸는마을 천안불당점, 노블키즈"
충청남도,천안시 서북구,백석동,여행지,"알미공원, 백석어린이교통공원, 백석공원, 안산공원, 흰돌유적, 방기공원"
충청남도,천안시 서북구,백석동,볼거리/놀거리/명소,"물노리베이비 일산벨라시타점, 시아북카페 일산벨라시타점, 상상블럭 벨라시타점, 챔피언 벨라시타점, 백석뭉티기, 카페1330"
충청남도,천안시 서북구,백석동,취미생활,"벨공방, 다정한클래스, BEAT, 라르고앤, 글씨로운 생활, 향기공방"
충청남도,천안시 서북구,백석동,맛집,"초대창 백석점, 한고집, 질마재양대창290km 일산백석역점, PANDA WOK, 뭉티기와꽃사시미 일산백석역점, 한양화로 일산백석점, 독불장군 백석점, 해오름한정식"
충청남도,천안시 서북구,백석동,카페,"카페 콘타, 사월달, 홍설화, 수원의아침 일산 벨라시타점, 정동팥집, 후앙 백석본점, 오릴리 벨라시타점, 사월달"
충청남도,천안시 서북구,백석동,아이와함께,"물노리베이비 일산벨라시타점, 시아북카페 일산벨라시타점, 상상블럭 벨라시타점, 챔피언 벨라시타점, 상상스케치 벨라시타 일산점, 와글아이 일산차움라이프센터점"
충청남도,천안시 서북구,불당1동,여행지,"용곡공원, 쌍용공원, 불당천, 능수버들공원, 지산체육공원, 물총새공원"
충청남도,천안시 서북구,불당1동,볼거리/놀거리/명소,"브런치가든, 아웃백스테이크하우스 천안펜타포트점, 유미초밥, 베이커리 카페 루, 타타스베이글 불당점, 씨멘트"
충청남도,천안시 서북구,불당1동,취미생활,"수공방, 슬기로운골프생활, 슬로우포터리"
충청남도,천안시 서북구,불당1동,맛집,"신사우물갈비 불당본점, 남영동양문 천안점, 우심 신불당점, 타타스베이글 불당점, 세종이도삼계탕 신불당점, 대림국수 천안불당점"
충청남도,천안시 서북구,불당1동,카페,"타타스베이글 불당점, 카페 한움 신불당, 카페그레코, 원밀리언파운드 신불당, 베이커리 카페 루, 제이스맨션"
